uri,cid,author_did,author_handle,text,created_at,reply_count,repost_count,like_count,indexed_at
at://did:plc:7d33vjrei7fz3tlxbrgdnt37/app.bsky.feed.post/3lj3vx2rx4s27,bafyreibpu7bbmodr3bfdlzsw22ntp22zn4h2ctpaf5lowbejkspp73cbsy,did:plc:7d33vjrei7fz3tlxbrgdnt37,mitpress.bsky.social,"Looking for books on #NewMedia, #DigitalHumanities, #GameStudies, #HCI, and #Design? Our acquisitions editor, @noahspringer.com, has the latest from the Press! 👇",2025-02-26T17:33:51.398Z,0,0,0,2025-02-26T17:33:59.413Z
at://did:plc:uo6rsyuqp52tivhenl3tfcqe/app.bsky.feed.post/3lj3v3qxs2s2w,bafyreierzhvff37dfoglqjxxhb4cbw7zbpekwirj24ymfys7fefhoghlma,did:plc:uo6rsyuqp52tivhenl3tfcqe,isumilnerspc.bsky.social,"We would love to see your work with data visualizations, online exhibits, maps, timelines, digital publications, TEI and text analysis, network analysis, and more!

#DH #DigitalHumanities #research",2025-02-26T17:18:33.711Z,0,0,0,2025-02-26T17:18:37.959Z
at://did:plc:uo6rsyuqp52tivhenl3tfcqe/app.bsky.feed.post/3lj3v3qxp522w,bafyreigxcsqy74zejla2wzvq4dc56hf7i3yca3ywdidjjppdkl754kcloi,did:plc:uo6rsyuqp52tivhenl3tfcqe,isumilnerspc.bsky.social,"This symposium will engage practitioners from Illinois and the surrounding area, so if you are a student working with digital humanities tools and methods, this is a great opportunity to share your work!

#DH #DigitalHumanities #research",2025-02-26T17:18:33.710Z,0,0,0,2025-02-26T17:18:37.943Z
at://did:plc:v24wfzae2tvmilzx4oil4r6z/app.bsky.feed.post/3lj3o3edgf32u,bafyreihk6vtei6j2gni3x25zna2penwt3gtpzzvt6fgwhe5kawsvfhto34,did:plc:v24wfzae2tvmilzx4oil4r6z,tatiana-grishanina.bsky.social,"I’ve become fascinated with #digitalhistory — a significant part of #digitalhumanities. So, I'll try to explore some more of it. To give it a start here’s a digitalised copy of Soviet-American scientific cooperation #archivaldocument The cooperation took place within the #WHO in 1985-1986.",2025-02-26T15:13:05.630Z,0,0,0,2025-02-26T15:13:14.231Z
at://did:plc:xhnbzdiu67wuigkdlfjizjc7/app.bsky.feed.post/3lj3jqbujzc2h,bafyreidk7otwnx7gzoxwq6i5f74d3gjxvwt5gd3et76cts53k65hqnazva,did:plc:xhnbzdiu67wuigkdlfjizjc7,aboutgeo.bsky.social,"I'm excited! This time, it's not just a prototype: AI-powered selection tools are *actually* coming to #IMMARKUS as a feature – thanks to the great team at @infralives.bsky.social. #DigitalHumanities #IIIF #ImageAnnotation #Annotorious",2025-02-26T13:55:19.041Z,0,0,0,2025-02-26T13:55:28.310Z
at://did:plc:wr7tti7skznjdb67wsgx4pcl/app.bsky.feed.post/3lj3jiyj6ws2t,bafyreickuqk6rdazpjkpenynnhl7p6hm6hy2iqzvtrqs7ztyas4u76phvq,did:plc:wr7tti7skznjdb67wsgx4pcl,ljreis.bsky.social,New paper with David Bordonaba-Plou: «Are the TenTen Corpora really a Corpus Family? On Linguistic Tagging and Corpora Members’ Kinship Degrees» | International Journal of Humanities and Arts Computing #DigitalHumanities #Arabic #CorpusLinguistics www.euppublishing.com/doi/10.3366/...,2025-02-26T13:51:14.345Z,0,0,0,2025-02-26T13:53:07.324Z
at://did:plc:7lz4kwwbc2x2myoiao5lu74b/app.bsky.feed.post/3lj3iijgi7y2s,bafyreiejnsxkcu6qh5iydwxoz62ypbmdazrofueb25eepgm3nudddheq4i,did:plc:7lz4kwwbc2x2myoiao5lu74b,dehypotheses.bsky.social,"Russland als Bär, Europa als Dame: Politische Karikaturen folgen oft Mustern, die ein schnelles Verstehen ermöglichen und sich doch variieren lassen. @rudysinger.bsky.social stellt ein #Karikaturen Kartierungsprojekt vor - unser #Slider 👇

textbild.hypotheses....

#DigitalHumanities #DigitalHistory",2025-02-26T13:33:02.000Z,0,0,0,2025-02-26T13:33:05.619Z
at://did:plc:tqchkx2fcrylpbnjj2sjt54z/app.bsky.feed.post/3lj3hu4md4s2h,bafyreidfv3kslhbq2cbquifjkzwpnydj6wi3bjfrunjb5f37bneuvo5zw4,did:plc:tqchkx2fcrylpbnjj2sjt54z,fortextlab.bsky.social,"In the CompAnno project, characterizations drive the identification of textual similarities — an exciting approach that complements our own. We look forward to further exchanges and integrating our data with character description data. #DigitalHumanities #DH #CLS",2025-02-26T13:21:40.264Z,0,0,0,2025-02-26T13:21:40.717Z
at://did:plc:nghxpv5yf6x7gswp624tlrpr/app.bsky.feed.post/3lj3flki6rk2w,bafyreihsl5ddellqzdmxqoq55kid4j72f4y5ontfiy2a3o4m3gjwmzhopi,did:plc:nghxpv5yf6x7gswp624tlrpr,invisibleeast.bsky.social,"📢 The latest 'Document of the Month' is available now at invisibleeast.web.ox.ac.uk. Mateen Arghandehpour writes on a land sale deed in Old Uyghur.

🔍 Find this - and nearly 300 new #documents - in the third release on www.invisible-east.org!

#digitalhumanities #olduyghur #medievalsky #skystorians",2025-02-26T12:41:05.333Z,0,0,0,2025-02-26T12:41:32.236Z
at://did:plc:zvedqms5m2fplgwnjecwupp7/app.bsky.feed.post/3lj34ys4nt22r,bafyreihrikvzr2v4h4hnfhysdrvqpt6kau6meqznrv5kg4orhx2ofj6qm4,did:plc:zvedqms5m2fplgwnjecwupp7,demigrigo.bsky.social,Looking forward to @acdh-ch-oeaw.bsky.social 's Tool Gallery on Generative AI and Prompt Engineering! 👩🏼‍💻 #DigitalHumanities #AI,2025-02-26T10:07:25.827Z,0,0,0,2025-02-26T10:07:39.597Z
at://did:plc:u7fwpdsaky5yziwtgngel6xq/app.bsky.feed.post/3lj2x754ixc2t,bafyreiex6zpbfpqvsri6iz4nh26ct2apoewbg7v5bfsgwzokyrdbu762wi,did:plc:u7fwpdsaky5yziwtgngel6xq,catominor.bsky.social,"Are there projects using IIIF to deliver not only images of manuscripts but also their transcriptions? There seem to be a feature for that, if I am understanding it well. iiif.io/api/extensio... #iiif #dh #manuscripts #digitalhumanities",2025-02-26T08:23:36.280Z,0,0,0,2025-02-26T08:23:36.720Z
at://did:plc:uwilponf2sbdj65picbg5ncw/app.bsky.feed.post/3lj2wpjhrzfw2,bafyreierdvrnrjw3gg6om2xa6mnrsnlu3iqfhqkvprgjzn75aojsgvdtbu,did:plc:uwilponf2sbdj65picbg5ncw,DHLab-IEG.fedihum.org.ap.brid.gy,"Sarah Oberbichler (@SarahOberbichler) and Cindarella Petz (@cprog7) have published a working paper that provides a overview of implementation strategies, critical evaluation and best practices for the use of GenAI in research/analysis in historical studies. It […] 

[Original post on fedihum.org]",2025-02-26T08:14:43.000Z,0,0,0,2025-02-26T08:15:04.320Z
at://did:plc:xuk3ux7osd5zsbzc2ccxx7gw/app.bsky.feed.post/3lizpdwlszk2u,bafyreig6tfftjwyryltpnr42gg2jzbuh2v7bhzmoqkyvcmhiwur5vznbzm,did:plc:xuk3ux7osd5zsbzc2ccxx7gw,csgreer.bsky.social,this presentation is indeed about periods (and also historical silences) #AcademicSky #BlueSkyStorians #DHMakes #DigitalHumanities #gender,2025-02-25T20:30:27.540Z,0,0,0,2025-02-25T20:30:29.227Z
at://did:plc:cnrghnutaehdwqcd6tq56iqv/app.bsky.feed.post/3liznthgmfk2k,bafyreia6i3ek7tslwaf7lymxg3vff24uqe77v7rgkrjox3eaow3h3h37yi,did:plc:cnrghnutaehdwqcd6tq56iqv,faraiunvers.bsky.social,"I'm so excited about a #digitalhumanities project on the German Peasants' War that my colleagues and I are debuting at the @srsrensoc.bsky.social conference in July, in time for the 500th anniversary of the conflict. If you're interested in early modern religious conflict, I hope to see you there!",2025-02-25T20:03:21.029Z,0,0,0,2025-02-25T20:03:21.817Z
at://did:plc:3375loosdxnxbc6plxlmihhu/app.bsky.feed.post/3lizjdwjduk2a,bafyreiaoiqbnvbxyhix6q6ii7y22dnqhknw2ef3jgg7xvzdiwgykbs3uvy,did:plc:3375loosdxnxbc6plxlmihhu,browncds.bsky.social,"Our Spring 2025 newsletter is out! Read about what we've been up to, save the date for our celebration of 30 years of CDS and 10 years of BUDP, and join us for other events and workshops: tinyurl.com/55m3tjaf #BrownUniversity #digitalhumanities",2025-02-25T18:43:05.007Z,0,0,0,2025-02-25T18:43:05.424Z
at://did:plc:rkbmog2dsfrhqacmo2rncqkc/app.bsky.feed.post/3lizgidansc2t,bafyreiak7r4mkejq6be73nh3z65r6fbwf6vgls755qohgco7fx5ygpjfqi,did:plc:rkbmog2dsfrhqacmo2rncqkc,diplohistoryfish.bsky.social,"#Renaissance #earlymodern colleagues going to RSA next month? Sarah Dyer and I are very excited about our panel testaments and women's agency that Sat; business history, material culture, patronage, social networks, diplomatic. #RSA2025 #research #DigitalHumanities",2025-02-25T17:51:51.348Z,0,0,0,2025-02-25T17:51:33.916Z
at://did:plc:m7ox4o253bbudl5kqws4pb2f/app.bsky.feed.post/3lizdrjr77s2g,bafyreihilm7kgaobxrfdwwcerdqrzctdyink4g6x27kcbpqpfcidko33zy,did:plc:m7ox4o253bbudl5kqws4pb2f,dh-dev.com,"Upcoming #eeditiones community meetup Tuesday, the 4th of March at 17:00 CET.

Talk: ""Genetic editions of Hans Christian Andersen's oeuvre"" by Holger Berg. 

Read more at: e-editiones.org/posts/commun...

#digitalhumanities #tei #tei-publisher",2025-02-25T17:03:18.947Z,0,0,0,2025-02-25T17:03:20.425Z
at://did:plc:utnf3qeh2hxollm7qkf7yf4m/app.bsky.feed.post/3lizdkv757c2q,bafyreigk6cm3ez76suf3qjp27thj62arm66zylejtr7woub3ctb7ilnafe,did:plc:utnf3qeh2hxollm7qkf7yf4m,digitalorientalist.bsky.social,"🗃️ In this post James Morris introduces different tools developed by ROIScodh (ROIS-DS Centre for Open Data in the Humanities)🏺and #DHII for helping to decipher Japanese #seals ⛩️ #篆書体 #印鑑 #蔵書印 #Stamps #japan #japanese #language #digitaltools #digitalhumanities 

digitalorientalist.com/2025/02/25/d...",2025-02-25T16:59:36.052Z,0,0,0,2025-02-25T16:59:37.428Z
at://did:plc:xbvv6rqnkwgbkvrkeuisznkw/app.bsky.feed.post/3lizbmm24222y,bafyreicy47ek4bw7njvvh7havigfwworbekjiacwpskklfrzqdfqkb74yq,did:plc:xbvv6rqnkwgbkvrkeuisznkw,e-editiones.bsky.social,"Upcoming #eeditiones community meetup Tuesday, the 4th of March at 17:00 CET.

Talk: ""Genetic editions of Hans Christian Andersen's oeuvre"" by Holger Berg. 

Read more at: www.e-editiones.org/posts/commun...

#digitalhumanities #tei",2025-02-25T16:24:46.068Z,0,0,0,2025-02-25T16:24:53.421Z
at://did:plc:qx75yfwgi6ugp3zjy563rsyr/app.bsky.feed.post/3lizb6ob5jk2h,bafyreiehjtvr7xh2vrjd6f4syek4kwhd7x5k7sxmye7wds2c3x6sjlbnjq,did:plc:qx75yfwgi6ugp3zjy563rsyr,apprecovery.bsky.social,"Join us for our upcoming virtual #workshop, ""Book, Number, Graph: Getting Started with Text Analysis"" with Brandon Walsh, PhD (University of Virginia Library) on March 31, from 10:00am-11:30am CT. Spaces limited, RSVP at: bit.ly/booknumbergr... #usLdh #digitalhumanities #archives #textanalysis",2025-02-25T16:16:58.619Z,0,0,0,2025-02-25T16:17:01.517Z
at://did:plc:bdfoomy4zpogecqorhbhhlsw/app.bsky.feed.post/3liz6oqwhks2f,bafyreihncgi5nufrjwfcxt6yubv52dchcrjwfiu4y2ossojcbzfsvd3sye,did:plc:bdfoomy4zpogecqorhbhhlsw,redmix.bsky.social,"🔴 it resorts to the #digitalhumanities;

🔴 it contributes to the conceptual framework of mixedness by applying global microhistory and comparatively investigating different case studies through synchronic and diachronic analyses.",2025-02-25T15:32:17.073Z,0,0,0,2025-02-25T15:32:18.364Z
at://did:plc:4h3neg2oygatlqxzew2nr5bq/app.bsky.feed.post/3liyz7laivs2s,bafyreibt2b3nkvymbaykglzysocgbnshcdvd6m5o7k7q5y5s5wobbioyg4,did:plc:4h3neg2oygatlqxzew2nr5bq,thomascauvin.bsky.social,"Want a Master in Digital a Public History? Check our new video
www.youtube.com/watch?v=OgXb... More information on our website www.uni.lu/fhse-en/stud... #PublicHistory @c2dh.uni.lu #Luxembourg #Master #Graduate @ncph.bsky.social #DigitalHumanities",2025-02-25T13:54:19.099Z,0,0,0,2025-02-25T13:54:22.626Z
at://did:plc:tg75bru4ipng65wjr64uojp3/app.bsky.feed.post/3liyuifyozc2b,bafyreidfqp7qbydsnqonwjvuhofdkir23hcvw442fxu2zitti3z7iyajhy,did:plc:tg75bru4ipng65wjr64uojp3,thehumanremains.bsky.social,"The Human Remains Digital Library is now live! 💻

We're delighted to share the live link for the project's Human Remains Digital Library (HRDL): hrdl.liverpool.ac.uk

HRDL Resources and Coding: github.com/HumanRemains...

#digitalhumanities #archaeology #churches #hisitory #digitallibrary",2025-02-25T12:29:46.880Z,0,0,0,2025-02-25T12:29:46.619Z
at://did:plc:hv4b33ekvt4ti26s574qfs7u/app.bsky.feed.post/3liyrnr2wbs2n,bafyreifvca3knsjsuvpqnatjkm53vnb5e2jjnchvvzainrliaorm4hvfpu,did:plc:hv4b33ekvt4ti26s574qfs7u,twin4dem.bsky.social,"TWIN4DEM was presented on Digital Humanities at IOS Leibniz-Institut! 
🔍 How digital innovations can boost democracy research and civic engagement.
Thanks to Klára Vedlichová and the Centre for Digital Humanities at Charles University!

#TWIN4DEM #DigitalHumanities #DemocracyResearch",2025-02-25T11:39:05.034Z,0,0,0,2025-02-25T11:39:09.916Z
at://did:plc:l4u3ijq5mhtbvz6znibghkri/app.bsky.feed.post/3liyopymt4c2j,bafyreifs6el2kaxorne5xzgrjjfduaxgzwik2ephpv5dbvdf7uqggtwdvy,did:plc:l4u3ijq5mhtbvz6znibghkri,infralives.bsky.social,"🚀IMMARKUS 0.7.2🚀

Try the latest release of our semantic image annotation platform: immarkus.xmarkus.org

✨Highlights:
🔹 Enhanced entity relations & knowledge graph search
🔹 #IIIF support

Big thanks to @aboutgeo.bsky.social for making this happen! 👏

#IMMARKUS #IIIF #DigitalHumanities",2025-02-25T10:46:38.827Z,0,0,0,2025-02-25T10:46:41.421Z
at://did:plc:tnlxdvzunjluk5dzocqaqea7/app.bsky.feed.post/3liynsl57y226,bafyreia54cteheao4vifqjkcnkvkjyzih6lm4ll2breoibizx7mgdm75vu,did:plc:tnlxdvzunjluk5dzocqaqea7,dighistberlin.bsky.social,"⏰Date & Time: 25 Feb 2025, 12:00-13:00 

ℹ️ Attendance in person (R2019, MPIWG) or online via tinyurl.com/dhbbljan25.

---
#DigitalHistory #MultilingualHistory #DigitalHumanities
2/2",2025-02-25T10:30:10.000Z,0,0,0,2025-02-25T10:30:11.723Z
at://did:plc:yv3a65wvldwtbyhw46xjsq5e/app.bsky.feed.post/3liymoattms2n,bafyreic7zjlcmqmackasc4tswq6j3p77hbva3pls4624vup2u2a5idzvtm,did:plc:yv3a65wvldwtbyhw46xjsq5e,joncto.bsky.social,"Results from a pilot study at National Library of Norway: 1.5 million news texts from 2019-22 can now be studied and analysed with easy-to-use tools for distant reading.
#DigitalHumanities #WebArchiving",2025-02-25T10:09:52.871Z,0,0,0,2025-02-25T10:08:51.821Z
at://did:plc:dj2dd4qzgdgjwox2l5w6phtr/app.bsky.feed.post/3liykwbucus2o,bafyreidcfviuljrfwtcsmujg7runptfebasdydocqgbyuzkj27n5bopjjq,did:plc:dj2dd4qzgdgjwox2l5w6phtr,nettarkivet.bsky.social,"#WebArchiving #IIPC2025 @netpreserve.bsky.social 
#DigitalHumanities #OpenScience #AI #LLM",2025-02-25T09:38:34.887Z,0,0,0,2025-02-25T09:37:34.317Z
at://did:plc:adbwqqtuasa27sf4ijch4zvt/app.bsky.feed.post/3liyfn5e5m22m,bafyreicgwmp7qbsrzf7j2pw4jsbphz2chm5v3c4spiwfwjhtnnul3hzrja,did:plc:adbwqqtuasa27sf4ijch4zvt,transkribus.bsky.social,"Italian linguist and computer scientist Roberto Busa is regarded as one of the founding fathers of #DigitalHumanities.

And now his work has come full circle with our latest #Italian model, which was trained on the handwriting of none other than Roberto Busa.

Check it out: bit.ly/4b6jqfG",2025-02-25T08:03:59.464Z,0,0,0,2025-02-25T08:04:01.718Z
at://did:plc:6c6tzvbt3n5nvtslrf5cwc3d/app.bsky.feed.post/3lixtj52gms2c,bafyreib3fjuhzvdfz75ikstcgjpvjb47cpzmuz6yvuikknci75k2ip5x2i,did:plc:6c6tzvbt3n5nvtslrf5cwc3d,scilicet-striga.bsky.social,"Please join us for the AIA Central AZ Society February lecture on Ishtar/Aphrodite figurines in Hellenistic tombs, Thursday 2/27 at 6pm AZT on Zoom. More information and to register: asu.zoom.us/meeting/regi...  
🏺
#digitalhumanities #classics #ancientbluesky #classicsbluesky #archaeology",2025-02-25T02:39:37.575Z,0,0,0,2025-02-25T02:39:39.915Z
at://did:plc:ynscmdvkgfeblrbjmkwgqcvw/app.bsky.feed.post/3lixgu7lt3c2h,bafyreiecpdfm5kted5ytsdetu7smkvl4sfxzqsv6tum3js2illihn6eya4,did:plc:ynscmdvkgfeblrbjmkwgqcvw,tynedaile.bsky.social,"Great news for Australian-Canadian research relations, and hopefully also for more #digitalhumanities collaborations to come! 

www.alliancecan.ca/en/latest/ne...",2025-02-24T22:53:10.697Z,0,0,0,2025-02-24T22:53:14.828Z
at://did:plc:ycqf3evcz72r6mlmqfcuazuo/app.bsky.feed.post/3liwuqg2f2p22,bafyreiga76fkctcbq54bc6aytz3hjbffwgdtwcqsfwdmenfdsrreuptqkq,did:plc:ycqf3evcz72r6mlmqfcuazuo,triproftri.bsky.social,"Shazam!! Two things:
1) 1-yr sabbatical awarded (at half pay 🫣💩)!!
2) Digital Humanities Summer Institute Scholarship awarded 🕺!!! For seminar: ""NLP, LLMs, and Network Science Apps for Text and Media Analysis and Creativity""

#digitalhumanities",2025-02-24T17:28:55.562Z,0,0,0,2025-02-24T17:28:56.016Z
at://did:plc:2yli6spsnibim6g6cpziedd6/app.bsky.feed.post/3liwrrf37xs2t,bafyreigfrp6ogaxhotd65offjqwuf33nbsrydrwxd7um2corpxvwdypu6u,did:plc:2yli6spsnibim6g6cpziedd6,matthewcollins.bsky.social,"Post at the Swedish National Archives for someone that likes jigsaws!

#Medieval #Manuscripts

#DigitalHumanities",2025-02-24T16:35:47.177Z,0,0,0,2025-02-24T16:36:00.917Z
at://did:plc:fit44y3ugh2xxcqhftyjjjgx/app.bsky.feed.post/3liwohggx6k2x,bafyreibcs5k34yzc64plphc47mcjaknlnsst6ytdyif6vh27lwyhyfuu2u,did:plc:fit44y3ugh2xxcqhftyjjjgx,radihum20.bsky.social,"Was gehört für dich zu den wesentlichen Grundbausteinen des Big Tents Digital Humanities? – Anlässlich des #DHd2025 Konferenz-Mottos ""under construction"" gibt es bei uns wieder ein Format, für das ihr Audio-Snippets einreichen könnt. Mehr hier: dhd2025.dig-hum.de?page_id=848 #DigitalHumanities #DH",2025-02-24T15:36:31.867Z,0,0,0,2025-02-24T15:36:32.919Z
at://did:plc:a7dnxzorlcxknfyrmm7ixdaf/app.bsky.feed.post/3liwnrhqon22t,bafyreiflrdpzco3nmkxfiod5rko2w2uk2pbni7uhmc7wvu5acbvrdalllu,did:plc:a7dnxzorlcxknfyrmm7ixdaf,dhoxss.bsky.social,"Registration for #DHOxSS2025 is now open! 
From beginner to advanced courses, led by experts, it’s the perfect opportunity to upskill and connect in a supportive, world-class environment.

Join us this summer in Oxford, or online!
cvent.me/Y5WWRE

#DHOxSS2025 #digitalhumanities",2025-02-24T15:24:15.024Z,0,0,0,2025-02-24T15:24:19.426Z
at://did:plc:qx75yfwgi6ugp3zjy563rsyr/app.bsky.feed.post/3liwmxyyyos2m,bafyreicqqwg6ov2q4jzheixk7mecfm772db3c3wdybsqkpamd3goytlcvm,did:plc:qx75yfwgi6ugp3zjy563rsyr,apprecovery.bsky.social,Check out crowdsourced list of US Latino digital humanities projects and add your own! bit.ly/usLdhprojects #usLdh #digitalhumanities #humanidadesdigitales #archivos #archives,2025-02-24T15:10:00.720Z,0,0,0,2025-02-24T15:10:03.544Z
at://did:plc:kw63mkc724fwhw66bdfol6r3/app.bsky.feed.post/3liwib5bows2z,bafyreihiubye4gptyzoj2kkvmqkwqzw6xuarrhpsj36utyhuwnq6hmm2qm,did:plc:kw63mkc724fwhw66bdfol6r3,sketchengine.bsky.social,"We don’t want to omit the other Norwegian written standard – #nynorsk! Therefore, the Norwegian Web 2023 (Nynorsk) corpus with 150+ million words is also available in Sketch Engine. 👉 www.sketchengine.eu/notenten-nor... #corpuslinguistics #digitalhumanities",2025-02-24T13:45:38.470Z,0,0,0,2025-02-24T13:45:41.916Z
at://did:plc:cpe7zmnxeoymxftnegkthz7z/app.bsky.feed.post/3liwhxbxgbc2c,bafyreiaiea3lkn32p5nygnfpwixa4mn2joufdwxmofaswyzsojqemd5j2q,did:plc:cpe7zmnxeoymxftnegkthz7z,prospero53.bsky.social,"‘To ask about the field is really to ask how or what DH knows, and what it allows us to know. The answer, it turns out, is not much.’ #DH #DigitalHumanities #AI 
www.chronicle.com/article/the-...",2025-02-24T13:40:07.837Z,0,0,0,2025-02-24T13:40:10.817Z
at://did:plc:zzithrqsb4g64gxda4swxtyu/app.bsky.feed.post/3liwcrmo5csf2,bafyreihnkhhdaoa4xivhs7veei5wt763ygf6grffmahfzc27cndmexy5hy,did:plc:zzithrqsb4g64gxda4swxtyu,g3om4c.code4lib.social.ap.brid.gy,"A new exhibition from my colleagues within Archives + Special Collections!

'Re:reading' explores how new, innovative analyses of historic collections (e.g. digital humanities) reveals hitherto hidden knowledge and understanding.

#Exhibition open to all at […] 

[Original post on code4lib.social]",2025-02-24T12:07:14.000Z,0,0,0,2025-02-24T12:14:31.924Z
at://did:plc:pjbxfwktx7xjxvz7svdoanvg/app.bsky.feed.post/3liw4lur2hk27,bafyreiauh34txhirl4x2phja5ohfpkikovhe2g62wzhzdavixvuvnzcmq4,did:plc:pjbxfwktx7xjxvz7svdoanvg,libraryaac.bsky.social,"summer school for researchers from Germany, France & beyond on:
- spatialization &  its digital representation via GIS
- data visualization;
- working with text using handwritten text recognition (HTR) & optical character reconigtion (OCR);
- open data & data sharing

#DigitalHumanities #AreaStudies",2025-02-24T10:16:53.741Z,0,0,0,2025-02-24T10:16:54.015Z
at://did:plc:k4jks2wtp6g3dri2wdz4apcr/app.bsky.feed.post/3liv64qogsl22,bafyreic4dqarcksmpiactenmepvxq3fnqqgiv3b56lnfu5b5vyv45hcuom,did:plc:k4jks2wtp6g3dri2wdz4apcr,wragge.hcommons.social.ap.brid.gy,"Help! On Friday the National Library of Australia suspended my Trove API keys, threatening 15 year's work helping researchers use & understand Trove. If you use my tools or value my work you might like to let the NLA know. Details here […]",2025-02-24T01:11:27.000Z,0,0,0,2025-02-24T01:11:57.118Z
at://did:plc:ycqf3evcz72r6mlmqfcuazuo/app.bsky.feed.post/3liv5t7aeq522,bafyreiau4owzkntns6z5iknt7phuypg2unt63bovzgjiyom3e5ooyi66pq,did:plc:ycqf3evcz72r6mlmqfcuazuo,triproftri.bsky.social,"Who did the analysis of #dh conference titles based on the programs? I was following that progress over on the other platform and have now lost track. Was it @scottbot.bsky.social ? 

#digitalhumanities",2025-02-24T01:06:13.306Z,0,0,0,2025-02-24T01:06:13.719Z
at://did:plc:pligliym6ylzrh3pm2jxdbcq/app.bsky.feed.post/3liunjs2ijs2n,bafyreifivhjvybzhrafv6tsnm3gdtsywy5q5hygezaoscsdkvkb2cbjrja,did:plc:pligliym6ylzrh3pm2jxdbcq,rmidura.bsky.social,"Does anyone know of a quick and easy tool for making an augmented reality app? It's for teaching, so the lower the entry barrier, the better! #digitalhumanities #digitalhistory",2025-02-23T20:14:37.931Z,0,0,0,2025-02-23T20:14:38.218Z
at://did:plc:g3cmoouakob6cfb36wkbhekw/app.bsky.feed.post/3liuftfppyc2h,bafyreifgrm76425yxa7fui7432fn7veoxmibt6xx27nquh3vgkbxo46ldy,did:plc:g3cmoouakob6cfb36wkbhekw,miaout.bsky.social,"I also really enjoyed reading the Introduction to 'Digital Community Engagement: Partnering Communities with the Academy' ucincinnatipress.manifoldapp.org/read/digital...

#DigitalHistory #DigitalPublicHistory #DigitalHumanities",2025-02-23T17:56:50.606Z,0,0,0,2025-02-23T17:56:50.933Z
at://did:plc:lyaptzv4jnytzgknc65lx3ol/app.bsky.feed.post/3litmuubkfk24,bafyreihdlpallikxab3qhhdh4fgjh3zkhad2j5l6sku3i4rolhlzlbrbxu,did:plc:lyaptzv4jnytzgknc65lx3ol,cmedievales.bsky.social,"📝 The #Medieval Cartularies: documentary treasures. Its #digitization not only preserves, but amplifies its usefulness in digital humanities. They allow advanced textual analysis, revealing historical and social patterns. #DigitalHumanities #MedievalHistory

Thread ✒️",2025-02-23T10:30:15.869Z,0,0,0,2025-02-23T10:30:30.617Z
at://did:plc:hkxego77trzxsuvjuscswyfv/app.bsky.feed.post/3liroocdspk24,bafyreicgwlx4ryoxahhtvedkdvla7566euuysptgbt2ja74j6h4rprasle,did:plc:hkxego77trzxsuvjuscswyfv,megsmith.bsky.social,"This has been a hit with everyone I’ve shown it to, especially students. Subversive data practices are empowering data practices! #DigitalHumanities",2025-02-22T15:57:03.758Z,0,0,0,2025-02-22T15:57:05.964Z
at://did:plc:f4aa72gzazvnfsvaq3c6xicp/app.bsky.feed.post/3lipusvfvac2v,bafyreig2mej243cxrurked72rfvjac4hoyer2kwao7p7q5gwg3zqfranfe,did:plc:f4aa72gzazvnfsvaq3c6xicp,lacyhope.bsky.social,"At the AI Roundtable, there’s a theme emerging calling for critical digital literacies in various fields and industries. 

[paraphrasing here] Gen Z may be digital natives, but they’re not AI natives. 
#DHU9 #DH #Digitalhumanities",2025-02-21T22:41:40.942Z,0,0,0,2025-02-21T22:41:41.227Z
at://did:plc:yvfvumoqs4llikm677tsxbus/app.bsky.feed.post/3lipt3esuss23,bafyreiffasyfmlch7ra6s74ooz7pxfxk334im3xkrx5cmvzmzeq476l2oe,did:plc:yvfvumoqs4llikm677tsxbus,seyahatgame.bsky.social,"Currently traveling for a conference, so no screenshots on hand, but released the largest update yet to Seyahat last night. Increased the demo play time by about 25% - however, the Mac build keeps causing issues, so I haven't gotten that out yet, stay tuned
#gtp #ottoman #digitalhumanities",2025-02-21T22:10:38.046Z,0,0,0,2025-02-21T22:10:38.322Z
at://did:plc:qx75yfwgi6ugp3zjy563rsyr/app.bsky.feed.post/3lipqsssqfc2q,bafyreiblozik7lwn7xef6iatvuiertmshjt45hptdbxea363swvnrbvcfq,did:plc:qx75yfwgi6ugp3zjy563rsyr,apprecovery.bsky.social,"Digital Humanities offerings at the Sherman Centre for Digital Scholarship at McMaster University 
#digitalhumanities #usLdh #humanidadesdigitales mailchi.mp/mcmaster/scd...",2025-02-21T21:30:03.250Z,0,0,0,2025-02-21T21:30:04.622Z
at://did:plc:qndrht4e7ctcv4ebrminbks5/app.bsky.feed.post/3lipmvd6sds2r,bafyreig6pqhxxogqke5df34ra6tqbssg4zt5cpl2h5jkvongb7rivtvf24,did:plc:qndrht4e7ctcv4ebrminbks5,cassietanks.bsky.social,"What an honor to talk #DH #pedagogy #teaching with such superb and admirable scholars- Dra. Isabel Martinez, Dr. Irma Montelongo, & Dr. Nicole Aljoe ❤️ #latinidad #digitalhumanities #supportstudents #supportcommunities",2025-02-21T20:19:52.478Z,0,0,0,2025-02-21T20:19:54.127Z
